Ma_Don_Vi,Ten_Don_Vi,SBD,Mon_Thi,Diem_Viet,Diem_Nghe,Diem_Doc,Diem_Noi,Tong_Diem,Giai,Lop,Truong
07,AN GIANG,07.07.03,Lịch sử,,,,,16.500,Nhì,12,THPT Nguyễn Thần Hiến
07,AN GIANG,07.07.02,Lịch sử,,,,,15.000,K.Khích,11,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.07.01,Lịch sử,,,,,16.000,Ba,11,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.07.05,Lịch sử,,,,,15.000,K.Khích,11,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.07.06,Lịch sử,,,,,16.750,Nhì,12,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.07.07,Lịch sử,,,,,14.750,K.Khích,12,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.07.08,Lịch sử,,,,,15.250,Ba,12,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.07.09,Lịch sử,,,,,16.750,Nhì,12,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.07.10,Lịch sử,,,,,15.000,K.Khích,11,THCS&THPT Võ Văn Kiệt
07,AN GIANG,07.07.12,Lịch sử,,,,,16.500,Nhì,12,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.07.13,Lịch sử,,,,,15.000,K.Khích,11,THCS&THPT Minh Thuận
07,AN GIANG,07.07.14,Lịch sử,,,,,14.750,K.Khích,12,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.07.16,Lịch sử,,,,,16.750,Nhì,12,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.07.17,Lịch sử,,,,,15.750,Ba,11,THPT Tân Châu
07,AN GIANG,07.07.19,Lịch sử,,,,,16.750,Nhì,12,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.07.18,Lịch sử,,,,,16.250,Nhì,11,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.07.20,Lịch sử,,,,,17.000,Nhì,12,THCS&THPT Võ Văn Kiệt
07,AN GIANG,07.08.01,Địa lí,,,,,15.250,Nhì,11,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.08.06,Địa lí,,,,,13.250,K.Khích,12,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.08.08,Địa lí,,,,,13.250,K.Khích,11,THPT Châu Phú
07,AN GIANG,07.08.11,Địa lí,,,,,13.750,K.Khích,12,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.08.14,Địa lí,,,,,13.500,K.Khích,12,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.08.15,Địa lí,,,,,14.750,Ba,12,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.08.18,Địa lí,,,,,13.250,K.Khích,12,THPT Chu Văn An
07,AN GIANG,07.09.01,Tiếng Anh,3.20,4,5.70,1.40,14.300,Ba,THPT chuyên Thoại Ngọc Hầu
07,AN GIANG,07.09.04,Tiếng Anh,3.20,3.80,4.30,1.30,12.600,K.Khích,THPT Tân Châu
07,AN GIANG,07.09.05,Tiếng Anh,3.80,3.30,4.30,1.30,12.700,K.Khích,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.09.06,Tiếng Anh,3.50,3.70,5.40,1.50,14.100,Ba,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.09.11,Tiếng Anh,3.30,3.30,5.20,1.50,13.300,K.Khích,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.09.13,Tiếng Anh,3.50,3.80,5.60,1.70,14.600,Nhì,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.09.12,Tiếng Anh,3.30,3.20,4.60,1.50,12.600,K.Khích,THCS&THPT Võ Văn Kiệt
07,AN GIANG,07.09.14,Tiếng Anh,3.20,3,5.80,1.40,13.400,K.Khích,THPT chuyên Huỳnh Mẫn Đạt
07,AN GIANG,07.09.15,Tiếng Anh,3.30,4.30,5.40,1.40,14.400,Ba,THPT chuyên Huỳnh Mẫn Đạt
08,BẮC NINH,08.01.01,Toán,,,,,16.000,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.01.02,Toán,,,,,17.500,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.01.03,Toán,,,,,29.000,Nhất,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.01.04,Toán,,,,,26.500,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.01.05,Toán,,,,,30.000,Nhất,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.07,Toán,,,,,22.500,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.01.08,Toán,,,,,15.500,K.Khích,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.06,Toán,,,,,17.500,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.01.09,Toán,,,,,22.500,Nhì,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.10,Toán,,,,,28.000,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.11,Toán,,,,,21.500,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.12,Toán,,,,,22.000,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.13,Toán,,,,,18.000,Ba,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.14,Toán,,,,,23.000,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.15,Toán,,,,,25.500,Nhì,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.16,Toán,,,,,16.500,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.01.17,Toán,,,,,22.000,Nhì,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.18,Toán,,,,,14.500,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.01.19,Toán,,,,,22.500,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.01.20,Toán,,,,,19.000,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.01,Vật lí,,,,,12.500,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.02.02,Vật lí,,,,,22.500,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.02.03,Vật lí,,,,,23.500,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.02.04,Vật lí,,,,,23.250,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.05,Vật lí,,,,,17.750,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.06,Vật lí,,,,,15.000,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.07,Vật lí,,,,,21.750,Nhì,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.08,Vật lí,,,,,13.250,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.09,Vật lí,,,,,19.750,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.10,Vật lí,,,,,27.250,Nhất,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.02.11,Vật lí,,,,,14.500,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.12,Vật lí,,,,,14.500,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.13,Vật lí,,,,,24.750,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.02.14,Vật lí,,,,,18.000,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.15,Vật lí,,,,,17.000,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.16,Vật lí,,,,,25.750,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.02.17,Vật lí,,,,,21.500,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.02.18,Vật lí,,,,,16.250,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.02.19,Vật lí,,,,,12.500,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.01,Hoá học,,,,,18.625,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.02,Hoá học,,,,,16.375,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.03,Hoá học,,,,,24.125,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.03.04,Hoá học,,,,,19.875,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.05,Hoá học,,,,,16.125,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.03.06,Hoá học,,,,,16.750,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.03.07,Hoá học,,,,,21.250,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.08,Hoá học,,,,,19.250,Ba,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.03.09,Hoá học,,,,,18.250,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.10,Hoá học,,,,,23.500,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.11,Hoá học,,,,,18.750,Ba,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.03.12,Hoá học,,,,,16.875,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.03.13,Hoá học,,,,,25.125,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.14,Hoá học,,,,,22.375,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.03.16,Hoá học,,,,,24.875,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.03.17,Hoá học,,,,,26.125,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.03.18,Hoá học,,,,,23.750,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.19,Hoá học,,,,,17.125,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.03.20,Hoá học,,,,,20.750,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.04.02,Sinh học,,,,,25.500,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.04.04,Sinh học,,,,,26.750,Nhất,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.04.05,Sinh học,,,,,22.250,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.04.08,Sinh học,,,,,25.000,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.04.09,Sinh học,,,,,22.500,Nhì,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.04.06,Sinh học,,,,,26.250,Nhất,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.04.11,Sinh học,,,,,22.000,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.04.10,Sinh học,,,,,21.750,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.04.12,Sinh học,,,,,22.250,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.04.13,Sinh học,,,,,22.500,Nhì,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.04.14,Sinh học,,,,,20.750,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.04.15,Sinh học,,,,,21.500,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.04.17,Sinh học,,,,,19.750,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.04.18,Sinh học,,,,,21.500,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.04.20,Sinh học,,,,,23.500,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.04.19,Sinh học,,,,,23.250,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.05.01,Tin học,,,,,15.169,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.05.03,Tin học,,,,,15.210,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.05.04,Tin học,,,,,24.320,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.05.06,Tin học,,,,,20.586,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.05.07,Tin học,,,,,19.920,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.05.08,Tin học,,,,,15.090,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.05.09,Tin học,,,,,17.410,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.05.10,Tin học,,,,,16.330,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.05.11,Tin học,,,,,26.360,Nhất,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.05.12,Tin học,,,,,15.110,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.05.13,Tin học,,,,,19.130,Ba,10,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.05.14,Tin học,,,,,21.567,Nhì,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.05.15,Tin học,,,,,19.090,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.05.16,Tin học,,,,,21.140,Nhì,12,THPT Sơn Động số 1
08,BẮC NINH,08.05.17,Tin học,,,,,22.380,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.05.18,Tin học,,,,,18.823,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.05.20,Tin học,,,,,14.930,K.Khích,10,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.05.19,Tin học,,,,,18.450,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.06.02,Ngữ văn,,,,,12.500,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.06.03,Ngữ văn,,,,,13.000,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.06.04,Ngữ văn,,,,,13.000,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.06.05,Ngữ văn,,,,,13.250,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.06.06,Ngữ văn,,,,,14.000,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.06.09,Ngữ văn,,,,,12.500,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.06.10,Ngữ văn,,,,,13.500,Nhì,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.06.11,Ngữ văn,,,,,14.500,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.06.12,Ngữ văn,,,,,14.250,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.06.13,Ngữ văn,,,,,13.000,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.06.14,Ngữ văn,,,,,13.250,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.06.16,Ngữ văn,,,,,12.500,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.06.17,Ngữ văn,,,,,15.000,Nhì,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.06.18,Ngữ văn,,,,,14.500,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.06.19,Ngữ văn,,,,,12.500,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.06.20,Ngữ văn,,,,,13.500,Nhì,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.01,Lịch sử,,,,,14.750,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.02,Lịch sử,,,,,15.750,Ba,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.07.03,Lịch sử,,,,,16.000,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.07.04,Lịch sử,,,,,15.250,Ba,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.05,Lịch sử,,,,,15.750,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.06,Lịch sử,,,,,17.500,Nhất,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.07,Lịch sử,,,,,15.250,Ba,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.07.08,Lịch sử,,,,,17.000,Nhì,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.10,Lịch sử,,,,,16.500,Nhì,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.12,Lịch sử,,,,,17.250,Nhì,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.13,Lịch sử,,,,,15.250,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.14,Lịch sử,,,,,15.500,Ba,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.07.15,Lịch sử,,,,,14.500,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.07.16,Lịch sử,,,,,14.250,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.07.17,Lịch sử,,,,,17.250,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.07.20,Lịch sử,,,,,16.250,Nhì,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.08.01,Địa lí,,,,,14.250,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.08.02,Địa lí,,,,,13.250,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.08.03,Địa lí,,,,,13.250,K.Khích,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.08.04,Địa lí,,,,,15.000,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.08.05,Địa lí,,,,,14.750,Ba,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.08.06,Địa lí,,,,,15.250,Nhì,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.08.07,Địa lí,,,,,14.750,Ba,12,THPT Chuyên Bắc Giang
08,BẮC NINH,08.08.08,Địa lí,,,,,14.250,Ba,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.08.10,Địa lí,,,,,15.250,Nhì,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.08.11,Địa lí,,,,,14.000,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.08.13,Địa lí,,,,,15.250,Nhì,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.08.15,Địa lí,,,,,13.000,K.Khích,11,THPT Chuyên Bắc Giang
08,BẮC NINH,08.08.17,Địa lí,,,,,13.750,K.Khích,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.08.18,Địa lí,,,,,16.250,Nhất,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.08.19,Địa lí,,,,,13.250,K.Khích,11,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.08.20,Địa lí,,,,,16.250,Nhất,12,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.09.01,Tiếng Anh,3.80,3.70,5.10,1.10,13.700,Ba,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.09.02,Tiếng Anh,3.40,3.90,5.40,1.20,13.900,Ba,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.09.04,Tiếng Anh,4,4.30,5.20,1.20,14.700,Nhì,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.09.06,Tiếng Anh,3.70,3.80,5.40,1.70,14.600,Nhì,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.09.07,Tiếng Anh,3.80,4.30,6.10,1.40,15.600,Nhất,THPT Chuyên Bắc Giang
08,BẮC NINH,08.09.09,Tiếng Anh,3.10,4.30,5.80,1.70,14.900,Nhì,THPT Chuyên Bắc Giang
08,BẮC NINH,08.09.15,Tiếng Anh,4,4.40,5.40,1.30,15.100,Nhì,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.09.16,Tiếng Anh,3.60,4,5.60,1.20,14.400,Ba,THPT Chuyên Bắc Giang
08,BẮC NINH,08.09.17,Tiếng Anh,3.70,4.30,5.90,1.10,15.000,Nhì,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.09.18,Tiếng Anh,4,4.50,5.50,1.30,15.300,Nhì,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.09.19,Tiếng Anh,3.20,3.40,5.10,1.50,13.200,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.09.20,Tiếng Anh,3.50,3.50,5.70,1.10,13.800,Ba,THPT Chuyên Bắc Giang
08,BẮC NINH,08.11.03,Tiếng Pháp,4.60,2.75,2.20,1.5,11.050,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.11.10,Tiếng Pháp,5.75,1.25,2.50,1.3,10.800,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.11.13,Tiếng Pháp,6.35,2.25,2.20,1.55,12.350,Ba,THPT Chuyên Bắc Giang
08,BẮC NINH,08.11.17,Tiếng Pháp,5.70,1.75,3.40,1.4,12.250,Ba,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.01,Tiếng Trung,2.75,3.75,5.95,1.15,13.600,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.02,Tiếng Trung,3.45,3.20,5.35,1.35,13.350,K.Khích,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.12.03,Tiếng Trung,3.30,3.70,6.05,1.35,14.400,Ba,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.12.04,Tiếng Trung,2.30,3.45,6.20,1.2,13.150,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.05,Tiếng Trung,3.50,3.40,5.45,1.6,13.950,K.Khích,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.12.06,Tiếng Trung,3.45,3.25,5.90,1.35,13.950,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.07,Tiếng Trung,2.75,3.85,5.45,1.25,13.300,K.Khích,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.12.08,Tiếng Trung,3.15,3.20,5.90,1.3,13.550,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.09,Tiếng Trung,2.65,3.60,6.40,1.35,14.000,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.10,Tiếng Trung,3.35,3.30,6.10,1.6,14.350,Ba,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.12.11,Tiếng Trung,3.85,3.65,6.55,1.45,15.500,Nhì,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.12,Tiếng Trung,2.95,3.30,6.15,1.5,13.900,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.14,Tiếng Trung,3.40,3.30,5.85,1.45,14.000,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.15,Tiếng Trung,3.40,2.75,5.95,1.3,13.400,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.16,Tiếng Trung,3.50,4.40,6.65,1.35,15.900,Nhì,THPT Chuyên Bắc Ninh
08,BẮC NINH,08.12.18,Tiếng Trung,2.55,3.25,5.70,1.25,12.750,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.12.20,Tiếng Trung,3.55,2.30,6.15,1.4,13.400,K.Khích,THPT Chuyên Bắc Giang
08,BẮC NINH,08.13.20,Tiếng Nhật,3.50,3,3,1.65,11.150,K.Khích,THPT Chuyên Bắc Giang
09,CÀ MAU,09.01.07,Toán,,,,,20.500,Ba,12,THPT chuyên Bạc Liêu
09,CÀ MAU,09.01.12,Toán,,,,,14.000,K.Khích,11,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.01.13,Toán,,,,,14.000,K.Khích,11,THPT chuyên Bạc Liêu
09,CÀ MAU,09.01.03,Toán,,,,,14.000,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.01.04,Toán,,,,,17.000,K.Khích,12,THPT Giá Rai
09,CÀ MAU,09.02.18,Vật lí,,,,,14.250,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.03.19,Hoá học,,,,,19.000,Ba,11,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.03.05,Hoá học,,,,,17.625,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.04.07,Sinh học,,,,,21.000,Ba,12,THPT Hồ Thị Kỷ
09,CÀ MAU,09.04.03,Sinh học,,,,,19.000,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.04.04,Sinh học,,,,,19.500,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.04.06,Sinh học,,,,,19.750,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.04.18,Sinh học,,,,,19.000,K.Khích,12,THPT Cái Nước
09,CÀ MAU,09.05.09,Tin học,,,,,25.360,Nhì,12,THPT chuyên Bạc Liêu
09,CÀ MAU,09.05.11,Tin học,,,,,16.028,K.Khích,12,THPT chuyên Bạc Liêu
09,CÀ MAU,09.05.03,Tin học,,,,,13.500,K.Khích,11,THPT Cái Nước
09,CÀ MAU,09.06.11,Ngữ văn,,,,,13.500,Nhì,12,THPT Giá Rai
09,CÀ MAU,09.06.01,Ngữ văn,,,,,12.500,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.06.02,Ngữ văn,,,,,12.500,K.Khích,12,THPT chuyên Bạc Liêu
09,CÀ MAU,09.06.06,Ngữ văn,,,,,12.500,K.Khích,11,THPT chuyên Bạc Liêu
09,CÀ MAU,09.06.12,Ngữ văn,,,,,12.500,K.Khích,12,THPT chuyên Bạc Liêu
09,CÀ MAU,09.06.15,Ngữ văn,,,,,12.500,K.Khích,12,THPT Tắc Vân
09,CÀ MAU,09.06.09,Ngữ văn,,,,,12.500,K.Khích,12,THPT Trần Văn Bảy
09,CÀ MAU,09.06.10,Ngữ văn,,,,,12.500,K.Khích,11,THPT chuyên Bạc Liêu
09,CÀ MAU,09.07.13,Lịch sử,,,,,15.250,Ba,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.07.16,Lịch sử,,,,,16.000,Ba,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.07.07,Lịch sử,,,,,16.250,Nhì,12,THPT Viên An
09,CÀ MAU,09.07.05,Lịch sử,,,,,16.000,Ba,12,THPT Giá Rai
09,CÀ MAU,09.07.06,Lịch sử,,,,,15.000,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.07.18,Lịch sử,,,,,14.250,K.Khích,11,THPT Điền Hải
09,CÀ MAU,09.07.02,Lịch sử,,,,,15.500,Ba,12,THCS&THPT Vàm Đình
09,CÀ MAU,09.07.04,Lịch sử,,,,,15.000,K.Khích,11,THCS&THPT Tân Đức
09,CÀ MAU,09.07.08,Lịch sử,,,,,14.500,K.Khích,12,THCS&THPT Vàm Đình
09,CÀ MAU,09.08.09,Địa lí,,,,,13.250,K.Khích,12,THPT Đầm Dơi
09,CÀ MAU,09.08.19,Địa lí,,,,,13.500,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.08.05,Địa lí,,,,,13.000,K.Khích,12,THPT Đầm Dơi
09,CÀ MAU,09.08.07,Địa lí,,,,,13.000,K.Khích,12,THPT chuyên Phan Ngọc Hiển
09,CÀ MAU,09.08.10,Địa lí,,,,,13.000,K.Khích,12,THPT Điền Hải
09,CÀ MAU,09.08.13,Địa lí,,,,,14.750,Ba,12,THPT Giá Rai
09,CÀ MAU,09.08.17,Địa lí,,,,,13.000,K.Khích,12,THPT Cái Nước
09,CÀ MAU,09.08.08,Địa lí,,,,,13.000,K.Khích,12,THPT Cái Nước
